IngredientId,RecipeId,IngredientName,Quantity
90,17,Dầu ăn,
91,18,đuôi heo,1 cái
92,18,khoai môn,1 củ
93,18,ngò rí,
94,18,Gia vị,
95,19,Ức gà,500 gr
96,19,Nấm hương,4 tai
97,19,đậu hũ,30 gr
98,19,"rau củ: bắp, đậu hà lan , cà rốt,…",100 gr
99,19,Hành lá ,1 tbsp
100,19,Xì dầu,2 muỗng
101,19,Rượu nấu ăn (hoặc mirin ),1 muỗng
102,19,xì dầu,1/2 muỗng
103,19,Tiêu,1/2 muỗng
104,19,Bột bắp / bột khoai tây,2 muỗng
105,19,Muối,1 ít
106,19,Dầu hào,1 muỗng
107,19,Dầu ăn,1 ít
108,20,Sườn heo,700-800 gr
109,20,Bột bắp,2 thìa ăn phở
110,20,tinh bột ngô,1 thìa ăn phở
111,20,hạt nêm,1/2 thìa ăn phở
112,20,rượu nấu ăn,1/2 thìa ăn phở
113,20,trứng gà,1 quả
114,20,tiêu,Xíu
115,20,Bột baking soda,1 tcf
116,20,xì dầu,1 thìa ăn phở
117,20,dầu hào,1 thìa ăn phở
118,20,đường,1/2 tcf
119,20,hành tây,1/2 củ
120,20,tỏi,1 củ
121,20,khoai lang,1/2 củ
122,21,củ cải,500 g
123,21,trứng gà,3 quả
124,21,"Hành lá , hành củ , rau mùi , tiêu, gia vị",
125,22,bột gạo,50 g
126,22,bột mì,25 g
127,22,bột năng,25 g
128,22,đậu xanh,50 g
129,22,thịt ba chỉ,1 miếng
130,22,tỏi,2 tép
131,22,nước mắm,3 mc
132,22,bột ngọt,1/2 mcf
133,22,đường,1 mc
134,23,bò,300 gr
135,23,táo,1 trái
136,23,hành tây,1/4 củ
137,23,nấm hương,4 cái
138,23,xì dầu,1 mc
140,23,đường,1/2 mcf
141,23,hủ tiếu ,2 vắt
142,23,Giá,
143,23,"tỏi, muối, bột ngọt",
144,24,bóng cá chay,100 g
145,24,nước mắm,2 muỗng canh
146,24,đường,1 muỗng canh
147,24,nước lọc,2 muỗng canh
148,24,mè rang,20 g
149,24,Chanh,
150,24,Ớt,
151,24,Dưa leo,
152,25,cá cơm trắng,100 g
153,25,rau dền,1 bó
154,25,gừng,1 miếng
155,25,Gia vị,
156,26,Đậu cô ve,200 g
157,26,Cà chua,2 quả
158,26,Bắp,200 g
159,26,Thịt bò,100 g
160,26,Hành,1 củ
161,26,Dầu ăn,1 muỗng canh
162,26,Muối,1/2 muỗng cà phê
163,26,Nước mắm,1 muỗng cà phê
164,26,Hạt nêm,1/2 muỗng cà phê
165,27,Gà,"1,5 kg"
166,27,Sả,6 cây
167,27,ớt,4 trái
168,27,Hành tây,1 củ (100g)
169,27,Nước mắm,3 muỗng canh
170,27,Đường,1 muỗng canh
171,27,Tương ớt,2 muỗng canh
172,27,Dầu ăn,2 muỗng canh
173,27,dầu hào,2 muỗng canh
174,27,tỏi,1 củ
175,27,hành tím,3 củ
176,28,tôm,1.6 kg
177,28,muối (nếu thích),1 mcf
178,29,Măng củ ,500 g
179,29,Nấm rơm hoặc 50 gr nấm rơm khô,150 g
180,29,Củ ngưu bàng ,100 g
181,29,Muối,1 thìa cà phê
182,29,Hạt nêm,1 thìa canh
183,29,Rau mùi,
184,30,bí xanh,300 gr
185,30,cua,100 gr
186,30,"Gia vị: muối, hành tím",
187,30,hành lá,1 muỗng canh
188,31,Cá cờ,300 g
189,31,Tiêu xanh,10 g
190,31,Hành tím,1 củ
191,31,Tỏi,2 tép
192,31,Nước mắm,2 muỗng canh
193,31,Đường,1 muỗng cà phê
194,31,Nước màu,1 muỗng cà phê
195,31,Dầu ăn,1 muỗng canh
196,31,Ớt,1 trái
197,32,mực,600 gr
198,32,cần tây,1 bó
199,32,thơm,1/2 trái
200,32,cà chua,3 trái
202,33,Cải rổ,200 g
203,33,Nấm mèo,10 g
204,33,(hoặc poro: 1 nhánh) Hành tím,1 củ
205,33,(nếu dùng) Tỏi,2 tép
206,33,Nước tương,1.5 muỗng canh
207,33,Dầu ăn,1 muỗng canh
208,33,Dầu mè,1 muỗng cà phê
209,33,Muối,1/4 muỗng cà phê
210,33,Tiêu,1/4 muỗng cà phê
212,34,cà rốt,1 củ
213,34,bắp,1/2 trái
214,34,đậu que,250 g
215,34,cơm nguội,700 g
216,34,dầu ăn,5 ml
217,34,"Gia vị (muối, bột ngọt)",
218,35,Nui,50 g
219,35,Thịt heo,100 g
220,35,(50g) Cà rốt,1/2 củ
221,35,hành tím,
222,35,Hành lá,2 nhánh
223,35,Nước hầm xương,600 ml
224,35,Dầu ăn,1 muỗng cà phê
225,35,Nước mắm,1 muỗng cà phê
226,35,Muối,1/4 muỗng cà phê
227,36,Bột mì,50 g
228,36,Nước,50 ml
229,36,Bắp cải,200 g
230,36,Trứng gà,2 quả
231,36,Cá ngừ đóng hộp,1 hộp (khoảng 80g)
232,36,Tôm,50 g
233,36,Sốt okonomiyaki,30 g
234,36,Mayonnaise,20 g
235,36,Cá ngừ,5 g
236,37,cá nục,1 kg
237,37,nước mắm,50 ml
238,37,muối,10 gr
239,37,mì chính,5 gr
240,37,tiêu,5 gr
241,37,đường,20 gr
243,37,cà chua,3 quả
244,38,cá chim,1 con
245,38,thịt ba chỉ,250 gr
246,38,tôm,100 gr
247,38,Nước mắm,
248,38,"Rau sống , dưa leo",
249,38,Bánh tráng cuốn,
250,39,thịt ba chỉ,500 gr
251,39,lá mắc mật,40
255,39,mắm tôm,1 chén
256,39,ớt,1 quả
257,39,Gia vị,
258,40,Củ cải,200 g
259,40,Thịt heo,150 g
260,40,Muối,1/4 muỗng cà phê
261,40,Nước mắm,1 muỗng canh
262,40,Đường,1/2 muỗng cà phê
263,40,nước màu thốt nốt,1/2 muỗng cà phê
264,40,Dầu ăn,1 muỗng canh
265,40,Tiêu,1/4 muỗng cà phê
266,41,cá ( loại nào cũng được),2 con
267,41,hành tây,1 củ
268,41,gừng,1 miếng
269,41,hành lá,30 g
270,41,Gia vị,
271,42,Rau bồ ngót,
272,42,"Tôm , mực",
273,42,"Hành tím , tỏi , Hành lá",
274,42,"Gia vị: đường, muối, dầu ăn, tiêu ,…",
275,43,thịt heo xay,350
276,43,giò sống,100 gr
277,43,nước mắm,1 mcf
278,43,hạt nêm,1 mcf
279,43,bột ngọt,1 xíu
280,43,đường,2 mcf
281,43,dầu hào,1 mc
282,43,bột tỏi,1 mcf
283,43,bột hành,1 mcf
284,43,tiêu,1 xíu
285,44,đậu hũ,
286,44,Dầu ăn,
287,44,muối,Xíu
288,45,đuôi heo,500 g
289,45,củ sen,300 g
290,45,hạt sen,200 g
291,45,"Hành lá , rau mùi",
292,46,nếp Thái,150 g
293,46,thịt gà,80 g
294,46,nấm đông cô,2 cái
295,46,Lạp xưởng,1/2 cây
296,46,xá xíu,40 g
297,46,dầu ăn,1 muỗng canh
298,46,nước tương,1 muỗng cà phê
299,46,hành lá,1 nhánh
300,46,muối,1/4 muỗng cà phê
301,47,thịt heo (lựa phần nạc mỡ xen kẽ),500 gram
302,47,hành tây,1 củ
303,47,hành tím,2-3 củ
304,47,baking soda,1 tbsp
305,47,sữa đặc,2 tbsp
306,47,muối,2 tsp
307,47,hạt nêm,2 tsp
308,47,tiêu,2 tsp
309,48,Cá trắm,1 kg
310,48,thịt ba chỉ,300 g
312,49,thịt cá,800 g
313,49,thì là,50 g
314,49,bột năng,30 g
315,49,"mì chính , hạt tiêu",
316,50,Cá cơm,
317,50,Nước mắm,
319,50,đường,Chút
320,51,giò heo,1/2 cái
321,51,thơm,1 trái
323,51,hành lá,20 g
324,51,Gia vị,
325,52,chân gà,10 cái
326,52,cà chua,3 trái
327,52,Ngò rí,
328,52,hành tím,5 củ
329,52,Gia vị,
330,53,măng,1 kg
331,53,Thịt xay,300 g
332,53,Nấm hương,50 g
333,53,Mộc nhĩ,50 g
334,53,"hành , dầu hào, mắm, mì chính , dầu ăn",
335,53,Trứng,2 quả
339,55,cá cơm,300 g
340,55,Bột chiên giòn,
341,55,gừng,1 miếng
342,55,Gia vị,
343,56,thịt heo,300 g
344,56,khóm,1/2 trái
345,56,đường cát,4 mcf
346,56,muối,1/4mcf
347,56,bột ngọt,1/2mcf
348,56,tiêu,1/2mcf
349,56,nước mắm,2mc
350,57,Bột mì,100 g
351,57,bột bắp,10 gr
352,57,Bơ,30 g
353,57,Sữa ,60 ml
354,57,Trứng gà,1 quả
357,57,Đường xay,15 g
360,58,cá rô phi,1 con
361,58,Muối,1 thìa cà phê
362,58,Thì là,10 g
363,58,Cải con,50 g
364,58,Rau cần nước,100 g
365,58,Bún ,400 g
366,58,Bột chiên giòn,50 g
367,58,Dấm bỗng,2 thìa canh
368,58,Nước mắm,1 thìa canh
369,58,Đường,1 thìa cà phê
370,58,Bột hành,1 thìa cà phê
371,58,Bột nghệ,1 thìa cà phê
372,58,Cà chua,2 quả (150 g)
373,58,Nghệ ,1 nhánh (10 g)
374,58,(15g) Hành tím,3 củ
375,58,(30g) Gừng,1 củ
376,58,chả cá,160 gr
377,59,thịt ba chỉ,300 g
378,59,cá cơm,150 g
379,59,thơm,1/4 trái
380,59,hành tím,1 mc
381,59,hành lá,20 g
382,59,Gia vị,
383,60,Gà,500 gr
384,60,bột mì,150 gr
385,60,bột bắp,80 gr
386,60,"Hạt nêm , muối, tiêu, hành tím, đường",
387,61,miến,50 gram
388,61,nấm hương / đông cô  loại to,5-6 tai
389,61,nấm đùi gà,2 cây
390,61,cải mèo,1 cây
391,61,cà rốt,1 nửa củ
392,61,hành lá,1 nắm
393,61,dầu hào,2 thìa
394,61,xì dầu,1 thìa
395,61,dầu ăn,1 thìa
396,61,dầu mè,1/ 2 thìa
397,61,hành,1 củ
398,62,bột mì,80 g
399,62,bột khoai tây,80 g
400,62,nước,170g
402,62,dầu ăn,1 mc
403,62,chả tôm,150g
404,62,thịt heo xay,150g
405,62,ngò rí,2 tép
406,62,bột nêm,1/2mcf
407,62,tiêu,1/4 mcf
408,62,trứng (nếu có),1/2mc
410,63,tôm,150 gr
411,63,bột bánh bèo,
412,63,bột gạo,160 gr
413,63,bột năng,40 gr
414,63,muối,1/2 muỗng cafe
415,63,dầu ăn,1 muỗng canh
416,63,nước lọc,250 gr
417,63,nước sôi,250 gr
419,64,Đậu nành lên men natto,1 hộp
420,64,trứng,1 quả
423,65,cá bớp,2 khúc
424,65,thịt ba chỉ,150 g
425,65,cà chua,2 trái
426,65,Hành lá,
427,65,Gia vị,
428,66,cá khoai,300 gram
429,66,rau ngon,1/2 mớ
430,66,thìa là,1 nắm
431,66,bột nghệ,1 tí
432,66,hành,2 củ
433,66,tỏi,1 tép
434,66,gừng,1 nhánh
435,66,nước mắm,2 thìa
436,66,dầu ăn,1/2 thìa
437,67,cá hồi,1 khúc (200 gr)
438,67,cam ( cam Úc),1/2 quả
439,67,muối,1 chút xíu
440,67,tỏi,1 tsp
441,67,bơ,1 tbsp
442,68,đậu rồng,250 g
443,68,thịt bò,200 g
444,69,thịt heo xay,300 g
445,69,giò sống,100 g
447,69,nấm đông cô,20 g
448,69,mỡ,1 muỗng canh
449,69,muối,1 muỗng cf
450,69,dầu mè,2 muỗng cf
451,69,tiêu,1 muỗng cf
452,69,tương cà,4 muỗng canh
453,69,nước,2 chén
454,69,bột bắp,1 muỗng canh
455,69,Gia vị,
456,70,thịt heo,250 g
457,70,lá lốt,10 g
458,70,dầu hào,1 muỗng
459,70,muối,1 ít
460,70,tiêu xay,1 ít
461,70,bột ngọt,1 ít
462,71,trám,100 g
463,71,thịt heo xay,100 g
464,71,cơm nguội,2 bát con
465,71,"Gia vị, hành",
466,72,thịt bò,500 g
467,72,Đậu trắng,50 g
468,72,Đậu đỏ,50 g
469,72,Đậu ngự,50 g
470,72,Đậu mắt ngọc,50 g
471,72,Đậu Hà Lan,50 g
472,72,Cà rốt,1 củ (100g)
473,72,Khoai tây,1 củ (100g)
474,72,Nước dừa,1000 ml
475,72,Cà chua,
476,72,Hành tây,1/2 củ (50g)
477,72,Tiêu,1/2 thìa cà phê
478,72,"Gia vị (muối, đường, hạt nêm)",
479,73,cá cơm,1 vỉ
480,73,gừng,1 miếng
481,73,tỏi,1 mc
482,73,nước mắm,1/2 chén
483,73,Gia vị,
484,74,"tempeh ngũ đậu ,",100 gr
485,74,nấm,100 gr
486,74,cà chua,2 trái
487,75,cá Lóc,700 gam
488,75,bầu,200 gam
489,75,nấm rơm,150 gam
490,75,gạo,130 gam
491,75,hành tây,1 củ
492,75,hành tím,3 củ
493,75,tỏi,1 tbsp
494,75,gừng,20 gam
495,75,hành phi,100 gam
496,75,hành lá,50 gam
497,75,đường,1/2 tbsp
498,75,muối,1/2 tsp
499,75,hạt nêm,1 tbsp
500,75,bột ngọt,1.5 tsp
501,75,tiêu,3 tsp
502,75,nước mắm,2 tbsp
503,75,dầu ăn,2 tbsp
504,76,thịt bò,150 gr
505,76,khoa tây,500 gr
506,76,dầu ăn,100 gr
507,76,tỏi,3 tép
508,76,củ hành tím,4
509,76,dầu hào,2 muỗng cafe
510,76,hạt nêm,1 muỗng cafe
511,76,đường,1 muỗng cafe
512,76,tiêu,1/2 muỗng cafe
513,77,Su su,2 trái
514,77,Thịt heo xay,100 g
515,77,Muối,1/2 muỗng cà phê
516,77,Tiêu,1/3 muỗng cà phê
517,77,Nước mắm,1 muỗng cà phê
518,77,Dầu ăn,1 muỗng canh
519,77,Tỏi,1 muỗng cà phê
520,78,nấm sò,1 kg
521,78,Bột nêm ngưu bàng,1 thìa cafe
522,78,nước tương,1 thìa cafe
523,79,hạt sen,100 g
524,79,mướp,2 quả
525,79,nấm đùi gà,2 cây
526,79,"Hành lá, gia vị",
527,80,giò heo,1 chiếc
528,80,mắm tôm,1 thìa canh
529,80,riềng,100 g
530,80,mẻ,3 thìa canh
531,80,hành,1 củ
532,80,tỏi,3 nhánh
533,80,nước dừa,
534,80,Gia vị,
535,81,thịt ba chỉ,500 g
536,81,gừng,1 mẩu
537,81,hành,
538,81,giấm,2 mc
539,81,muối,1 mcf
541,82,cánh gà,500 gam
542,82,nấm đông cô,12 cái
543,82,gừng,10 gam
544,82,dầu mè,1 tbsp
545,82,dầu ăn,2 tbsp
546,82,muối,1/2 tsp
548,82,hạt nêm,1/2 tsp
549,82,bột ngọt,1/4 tsp
550,82,đường phèn,1 tsp
551,82,tiêu,1 tbsp
552,82,rượu,1/2 tbsp
553,83,Thịt bò,300 g
554,83,Rau tần ô,500 g
555,83,(  nhỏ) Tỏi,3 tép
556,83,Dầu ăn,1 muỗng canh
557,83,Dầu hào,1 muỗng cà phê
558,83,Nước tương,1 muỗng cà phê
559,83,Đường,1 muỗng cà phê
561,84,cá rô phi,500 g
562,84,thịt heo xay,200 g
563,84,mộc nhĩ,2 tai
564,84,"Hành củ , tiêu, gia vị",
565,84,bột chiên giòn,1 gói
566,85,tôm ,
567,85,cà rốt,1 củ
568,85,rau tía tô,1/2 bó
569,85,đậu phộng rang,2 nắm
570,85,nước mắm,2 mc
571,85,hành phi,1 ít
572,86,trứng gà,2
573,86,sữa bơ (lait ribot / buttermilk),1/2 cup
574,86,muối,1 nhúm
575,86,bơ (demi-sel),25 gr
576,86,bánh mì Sandwich,4 lát
578,87,Cá hồi,1 miếng
579,87,Bắp cải,50 g
580,87,(thái lát) Hành tây,30 g
581,87,Hành lá,1 nhánh
582,87,Bơ,10 g
584,87,Miso trắng (hoặc đỏ),2 muỗng canh
585,87,Mirin,1.5 muỗng canh
586,87,Rượu,1 muỗng canh
587,87,Đường,1 muỗng canh
588,87,Nước tương,0.5 muỗng cà phê
589,88,cá ồ,1/2 kg
590,88,thịt heo,150 g
591,88,mỡ,100 g
592,88,cải chua,200 g
593,88,chuối,5 trái
594,88,mắm,3 muỗng
595,88,đường,1 muỗng
596,88,dầu hào,1 muỗng
597,88,ớt sừng,1 trái
598,88,trái ớt xiêm,1 vài
599,88,hành lá,2 cây
600,89,cá cơm ,250 gr
601,89,bột chiên giòn,
602,89,"hành tím , hành lá , tiêu",
603,90,thịt bò,300 g
604,90,cải son,150 g
605,90,húng thơm,2 nhánh
606,90,hành tím,1 củ
607,90,tỏi,2-3 tép
608,90,mè,10 g
609,90,Nước mắm,
610,90,"Gia vị: nước tương , hạt nêm, dầu ăn, dầu mè, tiêu",
611,91,thịt heo,300 g
612,91,tỏi,1 mc
613,91,Gia vị,
614,92,gà,1/2 con
615,92,lòng gà,1 bộ
616,92,khoai môn,1/3 củ
617,92,gạo,1 lon
618,92,hành tím ,1 củ
619,92,Ngò rí,
620,92,Gia vị,
621,93,Đỗ khế,150 g
622,93,Thịt bò,400 g
623,93,Súp lơ trắng,2 cây
624,93,"Tỏi , gừng , dầu ăn, muối",
625,94,thịt heo,1 chiếc
626,94,giò heo,1 chiếc
627,94,hoa hồi,3 bông
628,94,thảo quả,1
629,94,quế,1 một miếng
631,94,nước tương,2 thìa canh
632,94,xì dầu,2 thìa canh
633,94,đường phèn,1 cục
634,94,rượu,2 thìa cf
635,94,mắm,1 thìa canh
636,95,sườn heo,500 gr
637,95,thơm,1/4 trái
638,95,trứng cút ,15 quả
639,95,ớt,2 trái
640,95,tiêu xanh,1 nhánh
641,95,Sốt kho đa dụng,100 ml
643,95,nước dừa,
644,96,măng,100 g
645,96,giò heo,600 g
646,96,hành tím,1/4 củ
647,96,tiêu,1 muỗng cafe
648,96,nước mắm,1 muỗng
649,96,muối,1 ít
650,96,đường,1 muỗng
651,96,mỡ (hoặc dầu ăn),3 muỗng
652,96,hành lá,3 cây
653,96,ngò rí,1 cây
654,96,ớt,2-3 lát
655,97,thịt ba chỉ,1 kg
656,97,lá chanh,30 gr
658,97,hành tím,5 củ
659,97,tỏi,1 củ
661,98,Trứng gà,2 quả
662,98,Nước,220 ml
663,98,(cắt lát) Đậu bắp,1-2 quả
664,98,Cá ngừ ( katsuobushi ),5 g
665,98,Muối,1/4 thìa cà phê
666,98,(để ngâm cá ngừ bào ) Nước nóng,50 ml
667,99,Gà,"1,5 kg"
668,99,Phở,
669,99,Giá,
670,99,Xà lách,
671,99,Rau mùi,
672,99,"Gừng , hành tây",
673,99,Lạc,
674,99,Hành phi,
676,99,Tỏi,
677,99,Ớt,
678,99,Nước tương,
679,99,Dầu hào,
680,99,Tương ớt,
681,99,Đường,
682,99,Dấm,
683,99,Nước mắm,
684,100,thịt heo,350 g
685,100,nấm đùi gà,150 g
686,100,hành lá,5 cây
687,100,dầu hào,1 muỗng
688,100,dầu ăn,1 muỗng
689,100,tỏi,1 củ
690,100,ớt,1/2 trái
691,100,hành tím,1 củ
692,100,tiêu,1 ít
693,101,thịt heo,250 g
694,101,ớt chuông,1 quả
695,101,tỏi,2 tép
696,101,hành lá,2 nhánh
697,101,mỡ,2 muỗng canh
698,101,dầu hào,1 muỗng canh
700,102,Cơm nguội,300 g
701,102,Kim chi,80 g
702,102,Thịt bò,100 g
703,102,Hành tây,1/2 củ
704,102,Ớt chuông,1/4 quả
705,102,Hành,2 củ
706,102,Phô mai,50 g
707,102,Trứng,3 cái
708,102,Dầu ăn,1 muỗng canh
709,102,Nước mắm,1 muỗng cà phê
710,102,Hạt nêm,1 muỗng cà phê
711,102,Mì chính,1/2 muỗng cà phê
712,102,Hạt tiêu,1/2 muỗng cà phê
713,102,(nếu có) Tương ớt ( gochujang ),1 muỗng cà phê
719,104,cá hố,3 miếng
720,104,dầu ăn,50 ml
721,104,muối,1 ít
722,105,cá đối,500 gr
723,105,"Mỡ , nước mắm, đường, bột ngọt, nước màu , tiêu, ớt",
724,106,cá thác lác,400 g
725,106,hành lá,10 g
726,106,Gia vị,
727,107,xương heo,400 g
728,107,nước mắm,1 chén
729,107,tỏi,1 mc
730,107,Gia vị,
731,108,bột bánh mì,300 gr
732,108,Dầu oliu,10 gr
733,108,nước,200 gr
734,108,Men,3 gr
735,108,Đường,5 gr
736,108,Muối,6 gr
739,108,sốt cà,2 thìa
740,108,phô mai,2 thìa
741,108,tôm,4-6 con
742,108,bắp ngọt,2 thìa
743,108,mayonnaise,2 thìa
744,108,bacon,1 thìa
745,108,Xúc xích phô mai,
746,108,xúc xích mini,6 cái
748,108,tương cà,2 thìa
749,109,thịt bò,300 g
750,109,hành tây ,2 củ
751,109,hành lá,30 g
752,109,tỏi ,1 mc
753,109,đậu phộng rang,1 mc
754,109,Gia vị,
755,110,cá chốt,300 gr
756,110,ớt,5 trái
757,110,mỡ,1 muỗng canh
758,110,tóp mỡ,2 muỗng canh
759,110,"Gia vị: muối, nước mắm , đường, ớt bột , tiêu",
760,111,mắm Cá Trèn,300 gam
761,111,thịt ba chỉ,400 gam
762,111,tỏi ,2 tbsp
763,111,ớt,1 trái
764,111,bột ngọt,1/2 tsp
765,111,đường,4 tbsp
766,111,tắc,4-5 trái
767,112,đùi gà,450 gr
768,112,trứng,1 cái
769,112,hành,50 gr
770,112,tiêu,1/2 muỗng cafe
771,112,muối,5 gr
772,112,đường,15 gr
773,112,bột ngọt,5 gr
774,112,nước tương,15 gr
775,112,nước mắm,15 gr
776,112,dầu ăn,80 gr
777,112,bột men đỏ,5 gr
778,112,bột bắp,10 gr
780,113,đùi gà,500 g
781,113,Pate,100 g
782,113,Tiêu xanh,3 nhánh
783,113,Táo đỏ,6 quả
784,113,Nấm đông cô,100 g
785,113,Cà rốt,1 củ
786,113,Khoai tây,1 củ
787,113,(khoảng 400ml) Nước dừa,1 trái
788,113,Nước lọc,200 ml
789,113,Hành lá,2 nhánh
790,113,Muối,1/2 muỗng cà phê
791,113,Nước mắm,1 muỗng canh
792,113,Bánh mì (ăn kèm),4 ổ
793,114,thịt heo,400 gr
794,114,da heo,200 gr
795,114,tai heo (1 cái tai nhỏ),200 gr
796,114,giò sống ( mọc ),200 gr
798,114,đường,1/2 muỗng canh
799,114,rượu ,1/2 muỗng canh
800,114,hạt nêm,1 muỗng canh
801,114,tiêu,1 muỗng cafe
802,114,bột tỏi,2 muỗng cafe
803,114,bột hồng cúc ( bột gạo men đỏ),1/2 muỗng cafe
804,114,bột ngọt,1 muỗng cafe
805,114,tiêu hạt,2 muỗng cafe
806,115,thịt heo,300 g
807,115,măng,400 g
808,115,hành tím,4 củ
809,115,tiêu,1/2 muỗng cafe
810,115,mỡ,2 muỗng
811,115,dầu hào,2 muỗng
812,115,mắm,1 muỗng
813,115,muối,1 ít
814,115,bột ngọt (tuỳ thích),1 ít
815,116,hủ tiếu,100 g
816,116,mực và tôm,50 g
817,116,cải trắng,1 củ
818,116,cải đỏ,1 củ
819,116,nước lọc,500 ml
820,116,thịt ,50 g
821,116,hành tím và tỏi,5 củ
822,116,trứng cút,10 quả
823,116,Giá và quế và hành lá,50 g
824,116,"đường phèn, dầu ăn, bột ngọt, hạt nêm, muối",1 muỗng
825,117,tôm,4 con
826,117,thịt heo xay,100 g
827,117,tép khô,1 mc
828,117,cải thìa,300 g
829,117,Gia vị,
837,119,Rau dền,
838,119,Tôm ,
840,119,Hành tím,
841,119,Muối,
842,119,Dầu ăn,
843,119,Hành lá,
849,121,cơm,250 g
850,121,nước dùng gà,650 ml
851,121,"bột năng, gạo",100 g
852,121,thịt heo xay,200 g
853,121,"nấm hương, nấm mèo",25 g
854,121,trứng cút,8-10 quả
855,121,"Hành phi , hành lá , hành tím, tỏi",
856,122,rau muống,1 bó
857,122,tôm,150 g
858,122,Hành lá,
859,122,Gia vị,
860,123,bánh hỏi khô,240 gr
861,123,thịt ba chỉ,200 gr
862,123,hành lá,1 nhánh
863,123,tóp mỡ,1 ít
864,123,tỏi,1-2 tép
865,123,ớt,1 trái
866,124,Nấm đông cô,10 cái
867,124,Cải thìa,500 g
868,124,Thịt gà,300 g
869,124,Dầu hào,0.5 muỗng canh
870,124,Nước tương,0.5 muỗng canh
871,124,Đường,1 muỗng cà phê
872,124,Dầu mè,1 muỗng cà phê
873,124,Tiêu xay,0.5 muỗng cà phê
874,124,Tỏi,2 tép
875,124,Hành lá,1 nhánh
876,124,Muối,1 ít
877,124,Cơm,2 chén
878,125,cá trác,3 con
879,125,dưa môn,300 g
880,126,thịt ba chỉ,300 g
881,126,thơm ( dứa ),150 g
882,126,hạt nêm,1 muỗng cafe
883,126,nước mắm,2 muỗng canh
884,126,tỏi,1 muỗng cafe
885,126,đường,1 muỗng cafe
886,126,dầu ăn,1 muỗng canh
887,126,nước lọc,100 ml
888,126,ớt,1 trái
889,126,hành lá,2 nhánh
890,127,bánh canh,1 kg
891,127,sườn heo,500 g
892,127,tôm,200 g
893,127,thịt heo,100 g
894,128,thịt heo xay,200 g
895,128,cà chua,3 quả
896,128,dứa,1/4 quả
897,128,"Hành củ , hành lá . rau mùi",
898,129,"gà 1,5kg",1 con
899,129,táo đỏ,5 quả
900,129,sâm,3 cây
901,129,"Gia vị: mì chính ,hạt nêm, tiêu",
902,130,xương heo,500 g
903,130,bún,500 g
904,130,bắp cải,100 g
905,130,hành lá,50 g
906,130,hành tím,2 củ
907,130,Gia vị,
908,131,"cá chim 2,5kg",1 con
909,131,sả,2 cây
910,131,ớt,2 quả
911,131,mì chính,2 thìa cà phê
912,131,dầu hào,1 thìa canh
913,131,đường,2 thìa cà phê
914,131,hạt nêm,3 thìa cà phê
915,131,tương ớt,1 thìa canh
916,131,mỡ,1 thìa canh
917,132,Khoai tây,150 g
918,132,Khoai môn cao ( loại bở),150 g
